claim_status,verified_status,author_ban_status,like_rate,share_rate,download_rate,comment_rate
claim,not verified,active,0.13653151681985723,0.003064433350440909,0.0029356599636075212,0.0001810292539541828
claim,not verified,active,0.5033529453769602,0.0409775583113879,0.008789715470288728,0.0006870346287091755
claim,not verified,active,0.22579900136326383,0.03660782354011204,0.005283413759767162,0.00018394864153928222
claim,not verified,active,0.6511585593289726,0.1740909380373177,0.006412559929403845,0.0028907124207385305
claim,not verified,active,0.3750018425435946,0.056846154980026826,0.006957444613139547,0.002387936498577556
claim,not verified,under review,0.012016486453860348,0.0037663614258368256,6.898097849517995e-05,1.0347146774276993e-05
claim,not verified,active,0.4527220249994192,0.035893935555528514,0.009281579218112686,0.0015377109789245095
claim,not verified,active,0.22979611540208997,0.02739379827351204,0.004368752839618355,0.0008036119945479328
claim,not verified,under review,0.43107179716893673,0.13183461234910648,0.0013553136993336647,0.00016244074604604457
claim,not verified,active,0.030450218378181414,0.005272200938292349,0.000549108521050847,0.0002985935736589859
claim,not verified,under review,0.3612902451993619,0.0871277997891704,0.001975028286083247,0.000567720681424739
claim,not verified,under review,0.10688027708879148,0.02558059870971016,0.0018983246531632401,0.0011418494154365353
claim,not verified,active,0.05343897109848272,0.019076220484255144,0.0008885200397606857,0.0001910669742493295
claim,not verified,active,0.5670686367444983,0.019900427122683407,0.00016506397408023996,0.00010218246014491045
claim,not verified,active,0.35121797101537333,0.1355998110424714,0.007793738579385706,0.002166024403469892
claim,not verified,active,0.4447304689484648,0.07865556251799415,0.009738005317797687,0.005709434856978339
claim,not verified,active,0.4606622914663285,0.015565707717256317,0.0005290451902074852,3.0463254714442527e-05
claim,not verified,active,0.08963409986445689,0.005116835515610657,0.0007622229071181677,5.9652227513595736e-05
claim,not verified,active,0.11444196109154513,0.013566587773599202,0.0024069420408768354,0.0008019708510877051
claim,not verified,active,0.07846624245930088,0.0022246095364019504,0.0010379307495248327,0.0003900504090571027
claim,not verified,active,0.46641202358216394,0.11576918818677516,0.010509216972515154,0.005745038611641618
claim,not verified,active,0.23958576542921628,0.02467118063662542,0.005768931434352868,0.0010847147637948478
claim,not verified,active,0.26717710966390834,0.06171748591030449,0.0024590338697564893,0.0009002243453829151
claim,not verified,active,0.2246703664937236,0.018644718710231253,0.0030685472029156847,0.0015060354370138329
claim,not verified,active,0.04271503993854607,0.015262578851774938,0.0004231467798530053,0.00020506343946722564
claim,not verified,active,0.1811689026530659,0.01126613119310074,0.0006428590715827212,0.00016824421582617256
claim,not verified,banned,0.04194769442532691,0.005884377150722643,0.00010323468685478321,3.441156228492774e-05
claim,not verified,active,0.01070065058611551,0.00011970112519057679,0.00023415220103068968,5.775054285510284e-05
claim,not verified,active,0.5451154757935128,0.20217562942339637,0.004784844175838209,0.0029300962745918793
claim,not verified,active,0.2716267536890707,0.04715811524293358,0.004752506287986205,0.0005183580696416738
claim,not verified,under review,0.3613956801238904,0.02186825786886284,0.0046756214879515815,0.0017205563175182624
claim,not verified,under review,0.6323455549974887,0.09734081142920922,0.007017690719348178,0.003599531223840616
claim,not verified,banned,0.17064197515984597,0.047474704864982134,0.0035027509777571545,0.0008496995920236711
claim,not verified,under review,0.5076994374277719,0.11622777429062517,0.004229557626989388,0.002622208403972616
claim,not verified,under review,0.34842647543852906,0.07953922328407617,0.0002418005337822662,2.2257789720543334e-05
claim,not verified,active,0.1851867945954715,0.022546872465178797,0.00028679691302231804,0.00016512549537648613
claim,not verified,active,0.17066398443600364,0.033364655434825766,0.002316070885003772,0.0006590876004182163
claim,not verified,under review,0.07662024007435236,0.01993965415679447,0.0008230466142185802,7.199612529943843e-05
claim,not verified,active,0.6631477947709578,0.10458191972497295,0.0006324933792572291,0.00018931774617223182
claim,not verified,active,0.5568340624984992,0.010819818565137421,0.009883349581470401,0.0007155583516224926
claim,not verified,banned,0.562713870482049,0.06968252562419987,0.0065982817897084515,0.0008413916376138294
claim,verified,active,0.317011374777052,0.0981059755967919,0.003199525165070103,0.0021084088305122783
claim,not verified,under review,0.3320104910020118,0.03957793807226462,0.0016966691343822502,0.0001197163136182123
claim,not verified,under review,0.5463998750579838,0.2135424558099203,0.006794887633770708,0.002833339937855333
claim,not verified,active,0.24484883055678636,0.08823324692169136,0.005707582324490146,0.002711186487867568
claim,not verified,active,0.4766059732384633,0.15833578553739638,0.005331477373044712,0.0014862009793386653
claim,not verified,under review,0.278786720711857,0.0062948823758200625,0.0009025600995255461,1.6262344135595425e-05
claim,not verified,under review,0.26124289233989756,0.0028607045624268654,0.00473795005380359,1.3230391090360631e-05
claim,not verified,under review,0.17984519047485845,0.03944965493540279,0.002817261621703704,0.0009590677861118993
claim,not verified,active,0.5057776093957189,0.0030308770600492516,0.0022731577950369387,0.0013260087137715476
claim,not verified,active,0.5831458611344785,0.016849206588426136,0.0024825794713146986,1.0960615767393813e-05
claim,not verified,banned,0.1617170526510424,0.05716960199694911,0.002974622105117182,0.0017380853325937226
claim,not verified,active,0.35093673589066215,0.03402290599033143,0.0060151372953372965,0.0022931139138058945
claim,not verified,active,0.4152436458104115,0.08066621517399915,0.009227114342298382,0.0002798684831769132
claim,not verified,active,0.24570324511972377,0.030567256856839056,0.0008224872458903425,0.00011114692512031654
claim,not verified,active,0.5500324623936897,0.1772188288343578,0.00883429320809202,0.002435487048958458
claim,not verified,active,0.1628904146943456,0.008584403688968753,0.0025782926982750786,1.5731955447102175e-05
claim,not verified,active,0.12191836720775567,0.03119796219234822,0.002600682679203291,0.0014287841467476121
claim,not verified,banned,0.5958889842632332,0.09562231759656652,0.010673533619456367,0.004456652360515022
claim,not verified,active,0.4951291901530655,0.12796347490994386,0.007745026468323779,0.004208603102797624
claim,not verified,banned,0.5383825371477421,0.0986351952222928,0.011647442252551217,0.002273685210360406
claim,not verified,banned,0.5346346096171148,0.1620813755873238,0.012816155153453964,0.007497750674797561
claim,not verified,under review,0.4405455095423996,0.13055458403833975,0.005681012562505317,0.0033793044776965903
claim,not verified,under review,0.48569395017793593,0.15768409526416644,0.0023761292088694225,0.0005201204489460717
claim,not verified,active,0.13989008964755004,0.017822055753407836,0.0022156044046010887,0.0010233738589381473
claim,not verified,active,0.5715762501237202,0.03923854351101384,0.010667429149574952,0.001715586543642982
claim,not verified,banned,0.6169555282467183,0.2331211284562068,0.004915590702101512,0.003096691755302677
claim,not verified,active,0.5076679457461314,0.15759103016638082,0.0091424540842625,0.0030957139283012158
claim,not verified,banned,0.5986203276329741,0.1615839567338761,0.0030345681439359878,0.00031161313125186915
claim,not verified,active,0.5039935008625962,0.14093026510760392,0.0010253788881485065,0.0004107600887241792
claim,verified,under review,0.4505185596006814,0.15440637008279523,0.001842887137028087,0.0005609475894307333
claim,not verified,under review,0.08449452175969312,0.010212035488137048,0.0011823540230690406,0.0001532681141015423
claim,not verified,active,0.3538700060494315,0.14115460825403264,0.00860685578082946,0.0018365639229295187
claim,not verified,banned,0.16645872855816285,0.054459845157320844,0.00011109022235135274,0.0
claim,not verified,under review,0.058153711062998284,0.015377889831674195,0.0005238394036521782,0.00031279619067000567
claim,not verified,active,0.4308012486992716,0.12070759625390219,0.003815469996531391,0.000693721817551162
claim,not verified,active,0.3658097722559517,0.11913162611314948,0.00800904595231169,0.0045393977497724435
claim,not verified,under review,0.48813962677178946,0.18218907867706388,0.008355019445592459,0.005221319454221487
claim,not verified,active,0.48331187875731557,0.06245935795522408,0.0030124878903295157,6.635435881783074e-06
claim,not verified,active,0.5876093595053525,0.06963466179507612,0.004082685785518071,0.0026423473992566197
claim,not verified,under review,0.22832422791039367,0.020409407190450375,0.0015911766687304913,0.0005229068487965122
claim,not verified,active,0.48518043532471233,0.027430444230700724,0.006946670941541092,0.0030636600049873536
claim,verified,active,0.2976736464191587,0.08552099113868886,7.645652408981238e-06,3.2767081752776735e-06
claim,not verified,active,0.5596420583163796,0.17511432188119963,0.013094975230961382,0.004190257230553481
claim,not verified,banned,0.07635962922149478,0.003470892237340672,0.0018503568124362834,0.0007071427308673695
claim,not verified,active,0.6438887747026817,0.02464329801492407,0.009310620260845058,0.0034571754544234987
claim,not verified,active,0.5578065201746067,0.07047357694868742,0.00191959751676453,0.0001439361838078519
claim,not verified,active,0.4039940289061479,0.04347341556199137,0.005321702999993121,0.002550785253874676
claim,not verified,active,0.15427248816412414,0.027262493424513413,0.002057864281956865,0.0010057864281956864
claim,not verified,banned,0.18528578634899692,0.06872065499980598,0.002987854565208956,0.0010088859570835434
claim,not verified,banned,0.5291217430028143,0.046318203437171496,0.0107574440240293,0.002022132888211647
claim,not verified,active,0.24427896582937317,0.06612662178471751,0.0038564531945387342,0.0003241212189786528
claim,not verified,banned,0.654460860917744,0.11029620684756357,0.009092200596675664,0.004510583889757068
claim,not verified,under review,0.03232678559244293,0.0089952465069028,0.00010234793749952617,3.790664351834302e-05
claim,not verified,active,0.38448012746672494,0.10624679441366147,0.0007903609595318373,0.0004067416108229003
claim,not verified,active,0.32138815832241613,0.07212279540013068,0.0019127558558866273,0.0009398506596032794
claim,not verified,active,0.11602995045683569,0.04088714544357272,0.002006989375587711,0.00024911931060616694
claim,not verified,active,0.07102162160394297,0.014537593333311529,0.0003205138687659235,7.3587367828911e-05
claim,not verified,banned,0.15046070174512238,0.0024861173447386716,0.0020064947065501493,0.0003256153690454189
claim,not verified,active,0.42785349705958503,0.10190202315345638,0.0012482893812183304,0.00032363058031586344
claim,not verified,active,0.6241174757988208,0.09406826160228883,0.008374531793266781,0.0035818864882115483
claim,not verified,active,0.5016638626084297,0.05855310594970175,0.008443856927480498,0.0015731859199860161
claim,not verified,active,0.5109406266028073,0.18097604788977262,0.008868565594396164,0.0034819293645117714
claim,not verified,active,0.4151054001453795,0.1178746453443384,0.00879311557671114,0.0036344877717072715
claim,not verified,active,0.27295829102778113,0.09399003023054375,0.004329507190509789,0.0022543840024781014
claim,verified,active,0.05502503131332806,0.0021103441692712733,0.0010771010888395557,0.0003186155316687069
claim,not verified,active,0.018391031900035843,0.0025543099861160892,0.00025543099861160894,0.0001071162252242231
claim,not verified,active,0.5754531187494231,0.07336061790319107,0.003784964765978398,0.001538603563405853
claim,not verified,active,0.5148269986273489,0.17308420504567615,0.009368935485397831,0.002467222038150234
claim,not verified,active,0.595366566744384,0.03146688378175,0.01398171792309685,0.0029606602272306726
claim,not verified,active,0.1415254409150212,0.04141570506970592,0.0015119661644054773,0.0005655789974154617
claim,not verified,active,0.5842543010140139,0.03788575319744258,0.010072573401411194,0.0054237952788869425
claim,not verified,active,0.11428370811744669,0.0456452268708044,0.0014859641703012915,0.00098955416176108
claim,not verified,active,0.15153104950780544,0.04888905798204231,0.002846438497705228,0.0013025735087986287
claim,not verified,banned,0.39370305162018066,0.0875620368881761,0.0003633659186295615,0.00020390317736047336
claim,not verified,active,0.34160241070637243,0.00466188070548613,0.0009483293450323495,2.6588673225206062e-05
claim,not verified,active,0.46156478505937465,0.034435603036060095,0.009306423635011976,0.0006004990173056475
claim,not verified,active,0.04022945759497201,0.010402139620793742,0.00032695537911328463,6.81802686302584e-05
claim,not verified,active,0.5397738816110605,0.130425719977309,0.00755135156528278,0.004902309995910344
claim,not verified,active,0.14527521504757154,0.004112543705560656,0.00112932820625782,0.00033991660861621515
claim,not verified,active,0.304272345537629,0.06728782826411578,0.006295822246174228,0.002433561251642022
claim,not verified,under review,0.4729345688656628,0.10075963688279503,0.008512243083802494,0.005663604773321122
claim,not verified,active,0.23641272991622625,0.07910272091574162,0.004045602455516836,0.002377051071980799
claim,not verified,active,0.48879164735607905,0.06520537483582793,0.001650574082599531,7.082687294736793e-05
claim,not verified,under review,0.19941305212892957,0.02559192200557103,0.0003979307600477517,0.0
claim,not verified,active,0.2024382854092424,0.035616280244117095,0.0017457546421202983,0.0002712412171228232
claim,not verified,active,0.4226380305423,0.09842118932065723,0.0044409050682690685,0.0006498885465759613
claim,not verified,under review,0.07880054720120874,0.004354129021061122,0.00042112033322103457,0.0001939705777260523
claim,not verified,banned,0.1681912628691137,0.026589412874020283,0.002711420391758647,0.0014527752059698181
claim,not verified,active,0.03407747539229228,0.010902365575341272,0.0006408581276987593,0.00018976866888167145
claim,not verified,banned,0.009596222780172754,0.0016075291739700286,0.0001594896331738437,9.474631673693685e-05
claim,not verified,banned,0.4036213417814964,0.15363870755090894,0.009254933581039576,0.0037387480029365174
claim,not verified,active,0.15354072124837262,0.03312649896369913,0.0009644464173370421,0.0001107090810188216
claim,not verified,active,0.06628866333522604,0.018052824820512407,0.001079047286115248,0.00040009618473936157
claim,verified,active,0.5886280417280231,0.12900932617931316,0.012348019385814955,0.004760695767956986
claim,verified,banned,0.3598789529616268,0.10191827474037662,0.007292436256734475,0.003272958912180744
claim,not verified,banned,0.6029771398192451,0.08312954102427787,0.0,0.0
claim,not verified,active,0.3357316422899228,0.027783046383211718,0.008039494261594013,0.0036001474414260304
claim,not verified,active,0.31739383107270913,0.034770118093400144,0.0012609787388019606,0.0006469369181679623
claim,not verified,active,0.390105730123764,0.012102465768017684,0.006127959194284968,0.0026213765841446666
claim,not verified,active,0.4914635622978326,0.11539326425766723,0.007066129283354379,0.0032260296483368218
claim,not verified,active,0.12359489398764323,0.0013336599439318472,0.0010342668952940857,0.0006260036471516835
claim,not verified,active,0.5220680051673765,0.08322687802738518,0.0008556370181649102,0.00015818499495485737
claim,not verified,active,0.30103891820580475,0.06824820957406709,0.004478028018595301,0.0025874795828621684
claim,verified,active,0.3631316796178748,0.12433864297640602,0.002665053678488649,0.001385868170422534
claim,not verified,active,0.5319328700760991,0.04074264580770457,0.013050867678322416,0.004824889938921235
claim,not verified,under review,0.2027320665953283,0.0782601151054169,0.0026356633985982975,0.0009678880951692359
claim,not verified,banned,0.4199220570959742,0.053955882078726064,0.010140036174457849,0.00039530850845624567
claim,not verified,under review,0.5051597051597052,0.10792846877752538,0.0016909276343238606,0.0008645867136433174
claim,not verified,active,0.06181919214205748,0.012028797201997173,0.000735456350665588,0.000253323854118147
claim,not verified,active,0.5489855896852484,0.17526545316647707,0.008793136139552522,0.002213689799014031
claim,not verified,under review,0.004612785281996728,0.0002950037098951396,9.833456996504652e-05,3.57580254418351e-05
claim,not verified,active,0.5055824754929326,0.06048053949043164,0.0015295982850635286,0.0002344639707031686
claim,not verified,under review,0.4858812731150285,0.02822170630528485,0.011218943750056241,0.0017007261830845233
claim,not verified,banned,0.4302614890335468,0.12374437093702079,0.00048612123863691606,0.0003181884471077996
claim,not verified,active,0.5192371716878227,0.13854940345397426,0.005662798651339883,0.0010744487018843711
claim,not verified,banned,0.189803296753232,0.025155919841864903,0.0005225728761956694,7.242178447276941e-05
claim,not verified,active,0.30554260504363573,0.10432311634268981,0.0012811374188452425,0.00036218621765850463
claim,not verified,banned,0.6201658177045611,0.03584047248442458,0.014917191182531521,0.0026669280909756596
claim,not verified,active,0.5206556947553946,0.03596436907540609,0.0021018911065593293,0.0008157481065116944
claim,not verified,active,0.6109066257174898,0.07753187432353757,0.0007345844713531593,0.0002598397199201335
claim,not verified,banned,0.18572758317856156,0.010984289995776959,0.002544053330138045,0.0014685661095857182
claim,not verified,under review,0.5800615606670445,0.004494752086330238,0.01187137646939161,0.0037863927192765775
claim,not verified,under review,0.13849910891176032,0.05523283886959092,0.00045212851570158933,0.0001272983199548164
claim,verified,under review,0.053290291396215994,0.0033274064355751968,0.00034094047783455326,0.00015536528103853058
claim,not verified,active,0.29941847820631645,0.07440166493236212,0.0031535344680480876,0.0005253102509109282
claim,not verified,under review,0.29686802205123325,0.08036766697659437,0.003935105534039578,0.0022366041686494717
claim,not verified,under review,0.4735307173111307,0.1345036153874874,0.002596939262319905,0.0009645181765006036
claim,not verified,active,0.5645847133485759,0.0009188230517746106,0.0018696980704715912,9.615590076711041e-05
claim,not verified,active,0.1582978811379006,0.05319322441928844,0.003327376139370773,0.0019479564833872391
claim,not verified,active,0.2776085007741971,0.03030460805708232,0.0012586361454947164,0.00029428542970200204
claim,not verified,active,0.018199063370679947,8.892050506846879e-05,0.00017784101013693757,8.892050506846879e-05
claim,not verified,active,0.023572418739328933,0.008636404994728024,0.000575903059886425,0.00014344053907951851
claim,not verified,active,0.5871859866828087,0.11913589588377724,0.010356764527845036,4.492660411622276e-05
claim,not verified,banned,0.014757741312553979,0.005313873713015885,4.2697305217804774e-05,1.940786600809308e-05
claim,not verified,active,0.4200988292047771,0.08158478926753258,0.007893795959315667,0.0018863997780078337
claim,not verified,active,0.5155501688573009,0.18250708965322476,0.003153571890848758,0.0003412447195321417
claim,not verified,active,0.35208947803947543,0.02874491547902104,0.00233002492030743,0.0006178457355143764
claim,not verified,banned,0.38552520416784003,0.05376755038822062,0.006859234823188639,0.000140805406927626
claim,not verified,under review,0.2302378545018388,0.05990597833090473,0.005662612384889127,0.0011919984932742538
claim,not verified,active,0.4877174631825422,0.1012859596661163,0.008765071139521633,0.0029123326526453255
claim,not verified,under review,0.5748137799480129,0.22844112491016436,0.0008798855477119618,0.00019478382353928925
claim,not verified,active,0.5348802954759989,0.16106102745063258,0.0042826281145666376,0.00205578819996579
claim,not verified,active,0.36926165552156315,0.11411223449212604,0.0002991188236220841,0.00010112558093985051
claim,not verified,active,0.4625496549815663,0.17475161350794033,0.005632771841496836,0.0016693000544531033
claim,not verified,under review,0.4609066560857058,0.050133915286181926,0.0032338061700228154,0.00046622358892966966
claim,not verified,active,0.14935223576384526,0.002491937848138376,0.0030631523595463788,0.0012797066447022471
claim,not verified,active,0.24144871542759314,0.027900843271755602,0.004569167948732779,0.0017813971243160708
claim,not verified,active,0.6631973539140023,0.20674751929437707,0.009349503858875414,0.0
claim,not verified,active,0.032448765107724646,0.0067656332107199155,0.0008210719915922228,0.0005254860746190226
claim,not verified,banned,0.3238821614617625,0.024687521398134345,0.0025774327154868943,0.0003037437736915754
claim,not verified,banned,0.05920860179105652,0.0011651946047065013,0.0011578199553096246,0.0004928724013579188
claim,not verified,active,0.41884602940364113,0.030952343373921828,0.0028172570806272146,0.0014993805191013186
claim,not verified,active,0.15947397883371484,0.0019607096068909122,0.0038994381643772183,0.001485918939751409
claim,not verified,banned,0.4560682176332881,0.1388787677284776,0.00392485949299059,0.00041104562720325013
claim,not verified,under review,0.3453187804140434,0.05293486927116268,0.006800648832925521,0.00140543809968933
claim,not verified,active,0.33532746698905475,0.008550013439137718,0.0018270422669387006,0.0004729215551293843
claim,not verified,banned,0.5565818448739906,0.05242787552550215,0.008502569121605089,0.002880530284494072
claim,not verified,active,0.10564785494295753,0.004945126447750835,0.001814658974247748,7.711698164133855e-05
claim,not verified,under review,0.4220219137366518,0.09282749168323019,0.004841712243703017,0.0011999254313298693
claim,not verified,active,0.27241704268537104,0.04964505750325597,0.005628557555442275,0.0020239209914490095
claim,not verified,active,0.5557410898644403,0.009927445747537319,0.01233993585192077,0.0032041394282169935
claim,not verified,active,0.19774734751476505,0.07871217268593529,0.00355406888621753,0.00036586003240474574
claim,not verified,active,0.6418460315519139,0.07887723696547226,0.009014104602339897,0.0007617912029676735
claim,not verified,active,0.49447772263106854,0.010183125106965599,0.010377089394717326,0.002230589309144846
claim,not verified,active,0.046936954106605804,0.008025417307754882,0.0008111412222433982,0.0003393312849499603
claim,verified,active,0.6598960145959228,0.2196623110914249,0.010609464148237205,0.0011664082850845277
claim,not verified,active,0.1653536305596557,0.012033694344163659,0.0038679731820526046,0.00035567569490138894
claim,not verified,active,0.6255327975804131,0.13602592669419036,0.0038943571968657787,0.000234196738643131
claim,not verified,under review,0.3311916011386853,0.07459403670694928,0.002626759103771789,0.001645425589963327
claim,not verified,active,0.23227636551544695,0.032496893144174484,0.0036099572227347243,0.0014210567494736994
claim,not verified,active,0.5784976555569636,0.11916106957293118,0.010483462172094792,0.003947535166645546
claim,not verified,banned,0.5739778766557178,0.04890817912799935,0.004845637641375707,0.0022782847770321485
claim,not verified,active,0.08638999299751639,0.002193943607336991,0.0014685064558868722,0.00040805839769069173
claim,not verified,active,0.10990395607513288,0.018783221101292547,0.0003421199756343822,8.344389649619078e-05
claim,not verified,active,0.23419609497408703,0.04805577317102567,0.004819764171789,0.002675414808565345
claim,not verified,active,0.06422920598984277,0.019484660439839062,0.0004942875216730992,0.00015110343926794226
claim,not verified,active,0.2072168508287293,0.011118784530386741,0.004051565377532229,0.0026703499079189686
claim,not verified,under review,0.26701790565006583,0.023378840049859066,0.0012653218359550621,0.0001696069695003594
claim,not verified,under review,0.2318877689579987,0.031960706720361276,0.0020484648152889963,0.0005741908951946429
claim,not verified,under review,0.15550821667681072,0.05445088856807996,0.00043384657173181493,6.036126215399164e-05
claim,not verified,active,0.2783432082424489,0.005588167339570255,0.0053571218784387595,0.0017543790946933948
claim,not verified,active,0.44157008746733284,0.1414821701206147,0.005276138397928619,0.0031424140281401365
claim,not verified,active,0.41575259148639315,0.13082522087959214,0.010006041251111555,0.0023265243642371955
claim,not verified,banned,0.4748486165954758,0.09582311784822665,0.007570290754743197,0.00072610248802155
claim,not verified,active,0.20892562947411392,0.08307454548105381,0.00193908644243246,0.0011517881876102582
claim,not verified,active,0.1571290877648449,0.023801001375705642,0.0006544305053022886,0.0003536296634911873
claim,not verified,active,0.00989494258490105,0.0001879381307673514,0.00021424946907478058,4.13463887688173e-05
claim,not verified,active,0.509386733416771,0.20079740394055443,0.004848875465589472,0.001656261944196713
claim,not verified,under review,0.42972038621341746,0.02195065959942177,0.0061130001545581,0.0038446327426789463
claim,not verified,active,0.49595770619463514,0.04418025241778116,0.00901547717502931,0.005177667478977086
claim,not verified,active,0.5171004135483952,0.035843776159122424,0.01115206336910756,0.0024675470708029838
claim,not verified,active,0.19152855345968914,0.044240002807738946,0.00035209952075971983,7.47220847914518e-05
claim,not verified,active,0.3642898899340179,0.10936159813697632,0.0012099112092882848,0.00017370012410574385
claim,not verified,active,0.6111893732942091,0.015348273549911109,0.009299187782077072,0.001012965548918649
claim,not verified,active,0.28732252252252255,0.1005981981981982,0.007077477477477477,0.0008216216216216216
claim,not verified,active,0.1702153967900685,0.06371433752916059,0.00229575224011013,0.0011107813800891922
claim,not verified,active,0.3008820785389161,0.06451612903225806,0.00023425162663521772,6.26017278076875e-05
claim,not verified,active,0.1775693601465898,0.043944631886974464,0.0029862595137981804,0.001809294790431046
claim,not verified,active,0.04533873254019145,0.012927485837585642,0.00010103505916553044,5.0017356022539824e-05
claim,not verified,active,0.25844936029901644,0.01777386316157955,0.0012477839131858578,0.00035711462673758144
claim,not verified,active,0.3101637302802539,0.016206565730369202,0.006148939279383454,0.0035223929907937457
claim,not verified,active,0.46268930845393696,0.05859438773060339,0.011528968875145252,0.0020827531235294685
claim,not verified,banned,0.6546380762950571,0.07989686196509059,0.006207846215972851,0.0019539039200981217
claim,not verified,active,0.24839111946305015,0.006419977408311945,0.0013092125034975665,0.0006511518651960192
claim,not verified,active,0.14384278374106024,0.04888517266032214,0.0022338601747012242,0.0010241618076703288
claim,not verified,active,0.12049285996046884,0.0003585089833467818,0.0009168946565240704,0.0006006876181149619
claim,not verified,active,0.48657906601281015,0.12790123643361065,0.010785106377619771,0.00028713267796558943
claim,not verified,active,0.5907642851634793,0.19858015885256014,0.005385853639728563,0.001995296113510179
claim,verified,active,0.10972380621807903,0.035682054842068725,0.001145435612634502,0.0005652799127287152
claim,not verified,active,0.4997026523411172,0.1363041668318598,0.010989969472307022,0.0032192839868374103
claim,not verified,active,0.626249459138236,0.18482958061989604,0.0138624924005499,0.006030266350456515
claim,not verified,under review,0.011375476602127392,0.0031630351397460414,0.00026334772204220433,9.159920766685369e-05
claim,not verified,active,0.08344932487355994,0.02081723370754988,0.0019185928685802858,0.0011981462139247752
claim,not verified,active,0.554605969348202,0.16833889915916275,0.0035892122368656448,0.0018486492933388991
claim,not verified,banned,0.4467819401286637,0.030097611819931678,0.006109297849192401,0.0004814835344586788
claim,not verified,under review,0.31798554811420515,0.1132528682047142,0.006775387449259213,0.0006296405789850706
claim,not verified,active,0.08606391253382413,0.02108653498537483,0.0017747395405396523,0.000600343992725759
claim,not verified,active,0.01153241477633365,0.002363119708613669,0.00011717948968332243,2.9294872420830606e-05
claim,verified,active,0.4880311886693924,0.0486140362299872,0.005733602097315771,0.0017845255195121854
claim,verified,active,0.10186319110714197,0.03364000901900623,0.0015665365395016262,0.0004760031065465901
claim,not verified,active,0.5629182207871737,0.16838501363914712,0.0017072129748186087,3.711332553953497e-05
claim,not verified,active,0.6140798522514641,0.1484289567689728,0.005066705547860319,0.0031469466112609657
